달,날짜,기사 제목,감정 수치
국민일보,20170824, 사설  씁쓸한 한 중 수교 25주년  위기 넘어 미래로,-1
국민일보,20170827, 사설  북한의 저강도 도발 중요하지 않다는 정부 인식,0
국민일보,20170827, 사설  안철수   실력있는 야당  약속 반드시 지켜야,0
국민일보,20170827, 사설  사는 집 빼고 팔라더니 청와대 절반이 다주택자,0
국민일보,20170828, 사설  청와대  대통령 일정 공개 약속 지켜라,1
국민일보,20170828, 사설  기간제 교사 정규직화 갈등 정부 책임 크다,0
국민일보,20170829, 사설  김정은 압박할 비상계획 마련할 때,-1
국민일보,20170831, 사설  수능 개편 1년 유예  단순 공정한 대입제도 만들어라,1
국민일보,20170831, 사설  조명균 장관 개성공단 재개 발언에 불만 표시한 미국,1
국민일보,20170901, 사설  靑 인사 추천 검증시스템 이대론 안 된다,0
국민일보,20170901, 사설  전술핵 둘러싼 정부의 우려스러운 엇박자,1
국민일보,20170903, 사설  MBC 사장 체포 나선 정부  국회 보이콧 선언한 한국당,1
국민일보,20170903, 사설  북한 6차 핵실험 도발  대북정책 새로 짜라,1
국민일보,20170904, 사설  청와대와 여당의 대북 인식 여전히 안이하다,0
국민일보,20170905, 한국 때리기 에 역풍 맞는 트럼프  美언론 일제히 비난,-1
국민일보,20170905, 사설  공시족 양산하는 사회 희망이 없다,0
국민일보,20170905, 사설  중 러의 대북 원유공급 중단에 외교력 집중해야,-1
국민일보,20170906, 사설  자유한국당  국회 복귀가 마땅하다,0
국민일보,20170906, 사설  한 러 정상회담에서 초강경 대북 제재 반대한 푸틴,1
국민일보,20170907, 사설  북핵 공조와 미래지향적 관계 발전 다짐한 한 일 정상,1
국민일보,20170907, 사설  더 과감한 규제개혁 필요하다,0
국민일보,20170910, 사설  정기국회  안보 경제 위기 초당적 극복 계기돼야,0
국민일보,20170910, 사설  아이들 볼모로 집단휴업하겠다는 사립 유치원,0
국민일보,20170911, 사설  전술핵 재배치 논의 꾸물거릴 때인가,0
국민일보,20170911, 사설  갈등만 부추기고 끝난 기간제 교사 정규직화 논란,-1
국민일보,20170911, 사설  소통과 협치 중요성 새삼 일깨운 김이수 부결 사태,1
국민일보,20170913, 사설  청년취업 18년 만에 최악  일자리 상황판 보고 있나,-1
국민일보,20170913, 사설  한국당  새로운 보수의 길 개척 나설 때다,1
국민일보,20170913, 사설  잇단 고위공직자 낙마에도 책임지는 이는 없다,-1
국민일보,20170914, 사설  시장 현실 감안한 경제부총리 발언에 귀 기울여야,0
국민일보,20170914, 사설  대통령 지지율 하락세가 말하는 것,-1
국민일보,20170915, 사설  김정은 숨통 죌 수 있는 모든 방안 검토하라,1
국민일보,20170917, 사설  문 대통령 유엔에서 강력한 대북 압박 주도해야,-1
국민일보,20170918, 사설  치매국가책임제 지속가능한 제도로 뿌리내려야,0
국민일보,20170919, 사설  문정인 이어 송영무도  옐로카드   靑 책임 통감해야,-1
국민일보,20170921, 사설  김명수 동의안 가결  국민 위한 사법 구현 약속 지켜야,0
국민일보,20170921, 사설  미국 일본과 결이 다른 文 대통령의 유엔 연설,0
국민일보,20170922, 사설  청와대  진정성 갖고 협치 실천해야,-1
국민일보,20170924, 사설  격화되는 진영 논리 이대론 안 된다,-1
국민일보,20170925, 사설  고용부의  양대 지침  폐기  노동개혁 출발점 돼야,0
국민일보,20170925, 사설  민주당 사드대책특위 즉각 해체해야,-1
국민일보,20170926, 사설  부정부패 척결  보수정권 손보기로 흘러선 안 돼,0
국민일보,20170926, 사설  혁신 성장 이끌 4차산업혁명위에 힘 실어줘라,1
국민일보,20170927, 사설  4년째 국가경쟁력 26위에 정체된 한국,1
국민일보,20170927, 사설  복지정책 성공하려면 눈먼 돈부터 막아야,2
국민일보,20170927, 사설  안보 문제만큼은 여야가 협력 모색해야,-1
국민일보,20170929, 사설  한국만 경제 나빠지는 이유는 뭔가,0
국민일보,20171001, 사설  안팎의 위기에도 정쟁에 빠진 정치권,0
국민일보,20171010, 사설  국감  과거 아닌 현재와 미래 논의하는 장이어야,0
국민일보,20171011, 사설  맥없이 끝난 KAI 수사  이래서 방산비리 척결되겠나,-1
국민일보,20171011, 사설  혁신성장 속도 내는 것 반갑지만,1
국민일보,20171012, 사설  개헌안 마련에 초당적 협력을,0
국민일보,20171012,이용호  미제와 힘의 균형 막바지  불벼락으로 담판 요구 ,0
국민일보,20171013, 사설  혁신과 인적 쇄신 없으면 보수 통합 무의미하다,0
국민일보,20171013, 사설  한 중 통화스와프 연장  사드 갈등 출구 돼야,-1
국민일보,20171015, 사설  청와대는 새 헌재소장 지명하고 국회는 임기 정리해야,-1
국민일보,20171015, 사설  시작부터 실망스런 국감  뻔한 싸움 당장 그만두라,-2
국민일보,20171016, 사설  박 전 대통령과 변호인  법정에서 결백 입증해야,-1
국민일보,20171017, 사설  헌법재판관 입장 왜곡한 청와대 참모 누구인가,0
국민일보,20171017, 사설  근로시간 단축하되 기업 충격 고려하라,1
국민일보,20171017, 사설  한 미  공통 해법 통해 김정은에 일치된 힘 보여줘야,-1
국민일보,20171018, 사설  일자리 정책 5년 로드맵이 성공하려면,2
국민일보,20171019, 사설  권력기관들에 대한 감사 강화해야,-1
국민일보,20171020, 사설  혁신 없는 보수통합 무의미하다,0
국민일보,20171022, 사설  공론조사 의미있지만 정치 책임성 강화가 먼저다,-2
국민일보,20171022, 사설  1년 만에 다시 태극기와 촛불로 갈라진 나라,0
국민일보,20171023, 사설  만연한 공공기관 채용비리 이번엔 뿌리 뽑아라,0
국민일보,20171023, 사설  개헌 길 튼 아베  악화된 외교환경에 냉철한 대응을,-1
국민일보,20171024, 사설  탈원전 로드맵 국민적 공감대 더 확보해야,-2
국민일보,20171024, 사설  대통령의 대화 제의마저 거부한 민주노총,-1
국민일보,20171025, 사설  공공기관 낙하산 적폐 되풀이해서는 안 된다,-1
국민일보,20171026, 사설  야권  이러고도 문재인 정권 견제할 수 있겠나,1
국민일보,20171026, 사설  지방분권  자율성은 높이고 책임성은 강화해야,-2
국민일보,20171027, 사설  한미 국방장관이 강조한 신뢰가 동맹 근간이다,1
국민일보,20171030, 사설  한국당의 성과 없는 국회 복귀  전략이 안 보인다,0
국민일보,20171031, 사설  올해도  낙제점  국감  제도개선 필요하다,0
국민일보,20171101, 사설  문 대통령 시정연설 설득 협력 위한 전환점 돼야,1
국민일보,20171101,태도 바뀐 中 매체들  사드 합의 양국 공동이익에 부합 ,1
국민일보,20171102, 사설  자사고 우선선발권 폐지  일반고 경쟁력 강화로 이어져야,-1
국민일보,20171102, 사설  재벌  셀프 개혁방안 서둘러 내놔야,-1
국민일보,20171103, 사설  국민연금 이사장까지 캠프 인사인가,0
국민일보,20171105, 사설  시험대 선 한국 외교  철저하고 빈틈없이 대응하라,1
국민일보,20171106, 사설  명분 없는 바른정당 의원들의 한국당 복당 선언,2
국민일보,20171106, 사설  조국 민정수석은 국민 앞에 할 말 없나,1
국민일보,20171107, 사설  예상 뛰어넘는 합의 도출한 한 미 정상  숙제도 남겼다,1
국민일보,20171107, 사설  검찰  살아 있는 권력은 더 철저히 수사하라,0
국민일보,20171108, 사설  문재인케어로 9년 후 건강보험 재정 고갈된다는 경고,1
국민일보,20171108, 사설  미 첨단무기 도입  적극적이고 주도적으로 임해야,-1
국민일보,20171108, 사설  힘을 통한 평화 강조한 트럼프  北  추가 도발땐 자멸뿐,-1
국민일보,20171109, 사설  일자리 안정자금 꼼꼼이 보완해야,0
국민일보,20171110, 사설  비리 의혹 전병헌 수석은 거취 결단해야,-2
국민일보,20171110, 사설  정부의  인도 태평양  전략 혼선 걱정스럽다,-1
국민일보,20171112, 사설  미국과 중국 사이에 낀 한국 외교  제대로 가고 있나,1
국민일보,20171112, 사설   적폐청산이 감정풀이라는 의심이 든다 는 MB,0
국민일보,20171113, 사설  방송법 개정으로 방송장악 논란 종지부 찍어야,1
국민일보,20171114, 사설  민심과 거꾸로 가는 당청의 홍종학 구하기,0
국민일보,20171115, 사설  정부  北 인권 문제 해결에 적극 나서라,0
국민일보,20171117, 사설  몰아치는 정치인 수사  검찰발 사정정국 경계한다,1
국민일보,20171119, 사설  계속 나빠지는 한국인 삶의 질,0
국민일보,20171119, 사설  몰아치는 검찰 수사에도 공수처 논의 주저함 없어야 한다,0
국민일보,20171120, 사설  반쪽짜리 매뉴얼로 수능 무사히 치를 수 있겠나,1
국민일보,20171121, 사설  195일 만의 조각  靑  인사 참사에 대한 입장 표명해야,-1
국민일보,20171122, 사설  새 검증 기준보다 중요한 건 대통령의 인식 변화다,-1
국민일보,20171123, 사설  유가족과 국민 배신한 세월호 유골 수습 은폐,0
국민일보,20171123, 사설  중국의 계속되는 사드 압박  저자세 외교 때문 아닌가,0
국민일보,20171124, 사설  文 대통령  사면권 행사 신중해야,-1
국민일보,20171127, 사설  내년 예산안 또 졸속 처리할 건가,0
국민일보,20171128, 사설  교육개혁 조급하게 추진하면 실패한다,-1
국민일보,20171128, 사설  고위 공직자들이 여성을 농담 소재로 삼아서야,0
국민일보,20171129, 사설  北  핵무력 완성 주장  中  송유관 밸브 잠글 때다,1
국민일보,20171129, 사설  부채 탕감해주되 도덕적 해이는 철저히 차단해야,1
국민일보,20171130, 사설  구조개혁 대학 자율에 맡겨서 제대로 되겠나,1
국민일보,20171201, 사설  문 대통령  최대한 압박 앞장서는 결연함 보여야,0
국민일보,20171203, 사설  예산안 처리는 안 하고 세비만 올린 국회,-1
국민일보,20171205, 사설  안보 위협하는 북핵 용인론  어림없는 소리다,-1
국민일보,20171206, 사설  나라살림을 거래와 흥정의 대상으로 전락시킨 국회,1
국민일보,20171207, 사설  다름을 인정하는 공동선 회복을 향해,1
국민일보,20171208, 사설  신세계의 주 35시간 근무 주목한다,0
국민일보,20171210, 사설  12월 국회에서는 미뤄둔 민생법안부터 처리하라,0
국민일보,20171210, 사설  또 무너진 타워크레인  도대체 뭐가 문제인가,0
국민일보,20171211, 사설  기득권 사수에 집착하는 의사와 변호사들,0
국민일보,20171211, 사설  文 대통령  한 중 정상회담에 당당히 임하라,1
국민일보,20171211, 사설  김영란법에 더 이상의 예외는 없어야 한다,0
국민일보,20171212, 사설   강정 시위  구상권 철회  법치 포기하겠다는 건가,0
국민일보,20171213, 사설  미국의  무조건 대화  제의  북한에 마지막 기회다,-1
국민일보,20171214, 사설  문 대통령 취재 기자 폭행  도 넘은 중국의 무례,-1
국민일보,20171214, 사설  대중 외교전략 새롭게 짜야,1
국민일보,20171215, 사설  임종석 실장  중동 방문 속사정 직접 밝혀야,1
국민일보,20171217, 사설  한 중 정상회담 결과 냉정하게 평가해야,0
국민일보,20171217,北  홀대 논란에도  친구 되자  너스레   文대통령 방중 비판,0
국민일보,20171218, 사설  중국에 폭행당한 기자 비난하는 사람들,-2
국민일보,20171219, 사설  민노총의 여당 대표실 점거 농성 법대로 하라,0
국민일보,20171219, 사설  격렬해질 미 중 동북아 패권 다툼  각오 단단히 해야,-1
국민일보,20171220, 사설  한 미 훈련 연기 제안 굳이 필요했을까,0
국민일보,20171221, 사설  안철수의 제3지대 정당 추진해볼 만하다,-1
국민일보,20171222, 사설  경제계 신년회에 안 가는 문 대통령,0
국민일보,20171224, 사설  스스로 낮아져 이 땅에 온 아기 예수,0
국민일보,20171225, 사설  탄저균 백신 소동  청와대의 어정쩡한 해명이 문제다,-1
국민일보,20171226, 사설  급격한 최저임금 인상이 몰고올 쓰나미 차단에 합심을,-1
국민일보,20171226, 사설  공공부문 정규직 전환 신중하게 추진해야,0
국민일보,20171227, 사설  식품안전 대책  관련 부처 혼선방지에 성패 달렸다,1
국민일보,20171228, 사설  북한의 핵 미사일 도발이 개성공단 중단 불렀다,2
국민일보,20171228,日  소녀상 철거 노력 없이 아베 평창행 기대 말라 ,1
국민일보,20180101, 사설  좋아할 수만 없는 사상 최대 수출 실적,1
국민일보,20180101, 사설  김정은의  평창 참가  언급 차분하게 대응하라,-1
국민일보,20180102, 사설  남북대화 단기 성과에 급급해선 안 돼,-2
국민일보,20180104, 사설  피해자 위로 설득이 위안부 문제 해결의 출발점이다,-2
국민일보,20180104, 남북대화 환영  vs  北 덫에 걸려들 것   美 엇갈린 반응,-1
국민일보,20180108, 사설  노동개혁 사회안전망 확충 위한 대타협 절실하다,2
국민일보,20180108, 사설  칼둔 청장 방한 계기로  UAE 의혹  해소돼야,-2
국민일보,20180109, 사설  칼둔 방한에도 풀리지 않은  임종석 UAE 방문  의혹,-1
국민일보,20180110, 사설  핵심이 빠진 문 대통령의  삶의 질 향상  신년사,1
국민일보,20180110, 사설  전방위적인 낙하산 인사  근절 약속은 빈말이었나,0
국민일보,20180111, 사설  제천화재 교훈 제도화로 참사 재발 막아야,-2
국민일보,20180112, 사설  아베  올림픽과 위안부 문제 연계하지 말아야,0
국민일보,20180112,아베  한국의 위안부 사과 요구 절대 수용 못해 ,-1
국민일보,20180114, 사설  원론만 담긴 청와대의 권력기구 개편안,1
국민일보,20180115, 사설  대화 중에  잔칫상이 제상 된다 고 협박하는 북한,-2
국민일보,20180115, 사설  코페르니쿠스적 전환 없이는 저출산 해결 못 한다,-1
국민일보,20180116, 사설  복지후생만 챙기는 혁신으로는 공직사회 개혁 어렵다,0
국민일보,20180116, 사설  국정을 실험 대상쯤으로 여기는 건 아닌지 우려스럽다,0
국민일보,20180118, 사설  첨예하게 격돌한 文 李  정치보복 논란 언제 사라질까,1
국민일보,20180119, 사설  노동계 사회적 대화기구에 동참해야,-2
국민일보,20180121, 사설  선수 매질로 만들어지는 금메달이 무슨 소용 있나,0
국민일보,20180121, 사설  경제부총리의 월례보고  여론 정확히 듣는 자리돼야,1
국민일보,20180122,신기술 신제품 출시  先허용 後규제 로 확 바꾼다,0
국민일보,20180122, 사설  홍 대표   따뜻한 혁신  행동으로 보여라,2
국민일보,20180124, 사설  아베 평창 참석  한 일관계 회복 계기로 만들어야,0
국민일보,20180125, 사설  가습기 살균제 참사 피해자 구제는 이제 시작이다,-2
국민일보,20180125, 사설  文 대통령 지지율 59 8 가 의미하는 것,-1
국민일보,20180125, 사설  공론의 장 위협하는 극성 댓글부대,-1
국민일보,20180126, 사설  이번엔 밀양 참사  안전한 나라는 요원한가,1
국민일보,20180126, 사설  국회  집단소송제 전속고발권 폐지 협조해야,-1
국민일보,20180128, 사설  밀양 참사를 정치 싸움으로 몰고 가는 저급함,-1
국민일보,20180128, 사설  채용비리 은행 공개하고 합격 취소하라,0
국민일보,20180130, 사설  北의 잇단 합의 번복  유감 표명으로 버릇 고쳐질까,0
국민일보,20180131, 사설  전세기 방북에도 미국이 관여하는 게 냉혹한 현실,0
국민일보,20180131, 사설  검찰  서 검사 사건 계기로 낡은 조직문화 개혁해야,-2
국민일보,20180201, 사설  균형발전과 지방분권 확대엔 여야가 따로일 수 없다,0
국민일보,20180202, 사설  정치권  평창올림픽 성공 위해 정쟁 중단하라,1
국민일보,20180204, 사설  자꾸 불거지는 한 미 불협화음  소통에 역량 집중해야,-2
국민일보,20180205, 사설  北 김영남 방남  북 미 대화 실마리 찾는 계기되길,-1
국민일보,20180206, 사설  조선업 구조조정  선거에 흔들려선 안 된다,1
국민일보,20180207, 사설  대통령 아닌 국회가 개헌 주도해야,-1
국민일보,20180208, 사설  공직을 지방선거 출마 위한 스펙 정도로 여겨서야,1
국민일보,20180208, 사설  정부 들뜨지 말고 평창 기회 잘 활용해보라,0
국민일보,20180209, 사설  도입해볼 만한 수시 정시 통합안,-1
국민일보,20180209, 사설  남북 정상회담 서두를 일 아니다,0
국민일보,20180211, 사설  북 미 대화가 남북 정상회담 전제 조건이다,-1
국민일보,20180211,들쑤시는 日  北의 완전한 양동작전 ,-1
국민일보,20180212,의심하는 美  끝까지 압박   들쑤시는 日  北의 양동작전 ,-2
국민일보,20180212, 사설  군 사법체계 개혁 방안 제대로 실행돼야,1
국민일보,20180212, 사설  건강보험 재정건전성 대책 보완 시급하다,1
국민일보,20180213, 사설  한 미 연합훈련은 대북 협상 카드 아니다,-1
국민일보,20180214, 사설  남북관계 바라보는 설 민심 제대로 경청해야,-1
국민일보,20180214, 사설  실업자 100만 GM 쇼크  구조개혁 늦추면 공멸한다,0
국민일보,20180218, 사설  IMF도 우려한 최저임금 인상 후폭풍,0
국민일보,20180218, 사설  북한  당근 없다는 미국 입장 새겨들어라,-1
국민일보,20180219, 사설  길어지는 한 미 불통 조짐 걱정된다,-1
국민일보,20180221, 사설  전략 전문성 없이 트럼프와 무역전쟁할 수 있겠나,0
국민일보,20180221, 사설  북한 사이버테러 위협 보고만 있을 건가,0
국민일보,20180222, 사설  트럼프의 복심 이방카와 대남 도발 총책 김영철의 방한,0
국민일보,20180225, 사설   한반도 문제의 본질적 해결 은 비핵화이다,-2
국민일보,20180225, 사설  또 선거용 일자리 추경인가,0
국민일보,20180226, 사설  北   핵 있는 평화  망상 버려야 대화 가능하다,0
국민일보,20180226, 사설  진영 논리로 미투 운동 흔들지 말라,1
국민일보,20180226, 사설  한국당  논리도 품위도 없는 비난으로 민심 못 얻는다,-1
국민일보,20180228, 사설  대통령과 여야 대표의  북핵 회동  필요하다,0
국민일보,20180301, 사설  독립유공자와 후손들에 대한 처우 대폭 개선하라,0
국민일보,20180301, 사설  日에 단호한 원칙 천명한 문 대통령  대안도 제시해야,-1
국민일보,20180302, 사설  지방선거 공명정대하고 행정 공백 없어야,1
국민일보,20180302, 사설  트럼프발 무역전쟁 시작  대통령이 직접 나서라,0
국민일보,20180302, 사설  대북특사  비핵화를 주된 의제로 삼아야 한다,-2
국민일보,20180304, 사설  김정은 만날 대북특사단  성과에 연연할 필요 없다,0
국민일보,20180305, 사설  대통령과 야당  방북 결과 놓고 제한 없이 토론해보라,-1
국민일보,20180305, 사설  구조조정 미루며 폭탄 돌리기할 때 아니다,-1
국민일보,20180307, 사설  견해차 존재했지만 비핵화 원칙 공유한 청와대 회동,-2
국민일보,20180308, 차이나 패싱  우려하는 中  北 못믿어 경계하는 日,0
국민일보,20180308, 사설  정의용 실장과 서훈 원장이 미국에서 해야 할 일,-1
국민일보,20180308, 사설  좀비기업 혈세로 연명시키는 일 없어야,0
국민일보,20180309, 사설  김정은이 비핵화 로드맵 먼저 제시해야,-2
국민일보,20180311, 사설  금감원장과 도로공사 사장의 석연찮은 채용비리 의혹,-1
국민일보,20180311, 사설  이제 겨우 출발선에 선 한반도 비핵화,-1
국민일보,20180312, 사설  한반도 비핵화 위해선 중 일 러와의 협력도 중요하다,-2
국민일보,20180313, 사설  검찰  권한 더 내려 놓아야 한다,0
국민일보,20180313, 사설  북핵 공조 계기로 한 일 관계 적극 관리해야,-1
국민일보,20180315, 사설  악화되는 고용실적   세금으로 일자리 못 늘린다,-1
국민일보,20180315, 사설   전직 대통령 피의자  MB가 마지막이기를,0
국민일보,20180316, 사설  희미해진 외교부 존재감  강경화 장관은 알고 있나,-2
국민일보,20180318, 사설  강남  로또 아파트 에 몰린 수만명 인파가 말하는 것,-1
국민일보,20180319, 사설  패럴림픽 폐막  장애 비장애인 공존하는 사회 돼야,-2
국민일보,20180319, 사설  청와대  개헌안 발의 밀어붙여서는 안 된다,0
국민일보,20180319, 사설  강원랜드 퇴출 과정서 억울한 피해자 없어야,-2
국민일보,20180320, 사설  정부혁신 계획  알맹이 없다,1
국민일보,20180321, 사설  대통령 개헌안  국민 모두를 아우를 수 있는가,0
국민일보,20180321, 사설  미투 넘어 양성평등 사회로 가야,0
국민일보,20180322, 사설  정상회담 한 번으로 모두 해결하려는 욕심 버려야,-2
국민일보,20180323, 사설  한 베트남  경제 편중 벗고 협력의 저변 넓혀야,1
국민일보,20180323, 사설  국회가 대통령 권력 분산 장치 마련하라,0
국민일보,20180326, 사설  극단적 대결로 개헌 외면하는 정치권,1
국민일보,20180327, 사설  최악의 미세먼지  국민 건강권 지킬 처방 절실하다,-2
국민일보,20180330, 사설  4월 27일 남북 정상회담서 북 미의 비핵화 간극 좁혀야,0
국민일보,20180402, 사설  미세먼지 저감 위한 한 중 협력 속도 내야,-1
국민일보,20180403, 사설  이러니 교육부 폐지론까지 나오는 거 아닌가,0
국민일보,20180403, 사설  일자리위원회 이번엔 역할 제대로 하라,1
국민일보,20180404, 사설  선원 피랍사건 놓고 오락가락하는 청와대와 외교부,0
국민일보,20180404, 사설  4 3 사건 70주년  치유와 화해로 나아가자,-2
국민일보,20180406, 사설  코스닥벤처펀드  제2의 IT 거품 되지 말아야,0
국민일보,20180407, SNS 사칭 까지  6 13 지방선거  가짜뉴스와의 전쟁,-1
국민일보,20180407, 사설  이희호 여사 경호  경찰에 맡기는 게 순리,0
국민일보,20180411, 사설  김기식 문제없다는 정권의 오만함을 경계한다,0
국민일보,20180412, 사설  북핵 폐기 위해선 일본과의 협력도 중요하다,-1
국민일보,20180412, 사설  대입 개편안 떠넘기기에 급급한 교육부  주무부처 맞나,1
국민일보,20180412, 사설  근로시간 단축에도 세금 쓰겠다는 정부 걱정스럽다,-1
국민일보,20180413, 사설  김기식 원장 경질하고 인사검증시스템 재점검하라,0
국민일보,20180413, 사설  이동통신비 원가공개 판결  요금 인하로 이어져야,-1
국민일보,20180413, 사설  군사 시설 장비 반입도 주민 허가 받아야 하나,0
국민일보,20180413,폼페이오  영구적 핵포기 전  북에 보상 안해 ,-2
국민일보,20180414, 사설  청와대 단독 회동  초당적 안보 협력 출발점 돼야,-1
국민일보,20180414, 사설  김기식 사태  대통령의 인식 안이하다,0
국민일보,20180416, 사설  김경수 의원이 댓글조작 진상규명에 앞장서라,0
국민일보,20180417, 사설  댓글조작이 개인 일탈이라는 당청  꼬리자르기 아닌가,-1
국민일보,20180417, 사설  끼리끼리 감싸고도는 청와대 인사가 문제다,1
국민일보,20180418, 사설  김기식 파동  인재풀 넓히고 포용의 정치 계기로,1
국민일보,20180418, 사설  정국 뒤숭숭해도 남북 정상회담 치밀하게 준비해야,0
국민일보,20180418, 사설  검 경  대선 당시 드루킹의 행적도 낱낱이 밝혀라,0
국민일보,20180418,임기 2년 남았는데  권오준 포스코 회장 돌연 사의 왜 ,0
국민일보,20180419, 사설  포스코와 KT 회장 자리는 정권의 전리품 아니다,-1
국민일보,20180420, 사설  김경수  경남지사 선거 출마 강행  특검 불가피하다,0
국민일보,20180420, 사설  국민 편익 늘었는데 코레일 SR 왜 통합하려 하나,0
국민일보,20180424, 사설  민주당과 청와대  드루킹 특검 즉각 수용하라,0
국민일보,20180425, 사설  지금은 대북 제재 완화 거론할 때 아니다,-2
국민일보,20180426, 사설  한 미 정상회담 통해 비핵화 방식 한목소리 내야,-1
국민일보,20180427, 사설  남북 정상  판문점회담 통해 항구적 평화의 초석 놓길,-1
국민일보,20180428, 사설  정상회담 결과 초당적으로 뒷받침해야,0
국민일보,20180428, 사설  한반도 평화 번영 통일의 첫 발을 떼다,-1
국민일보,20180430, 사설  국가인권 기본계획 공개  대체복무제 도입 신중해야,-1
국민일보,20180430, 사설  판문점 정상회담 이후 상황 차분하게 관리해야,-1
국민일보,20180501, 사설  식어가는 실물경제  장밋빛 기대 섣부르다,1
국민일보,20180501, 사설  판문점선언 국회 비준 동의 서두를 일 아니다,-1
국민일보,20180502, 사설  한 일 중 정상회의에서 비핵화 공조 이끌어내야,0
국민일보,20180502, 사설  트럼프 김정은 회담 장소는 판문점이 바람직하다,2
국민일보,20180503, 사설  문 특보의  주한미군  주장  경솔하고 위험하다,-2
국민일보,20180503, 사설  정치인의 말  품격을 지켜야,2
국민일보,20180505, 사설  文정부 경제정책 1년 의욕만 앞섰다,0
국민일보,20180507, 사설  북 미 신경전 자제하고 핵사찰 일정표 마련에 집중해야,-1
국민일보,20180509, 사설  외교 안보는 선방  경제는 낙제인 文정부 1년,1
국민일보,20180510, 사설  정부의 중재외교가 빛을 발해야 하는 이유,0
국민일보,20180511, 사설  정부  北 억류 국민 6명 송환에 전력 다해야,-1
국민일보,20180511, 사설  기재부의 아전인수식 文정부 1년 평가,1
국민일보,20180512, 사설  북 미 정상의 담대한 합의를 기대한다,2
국민일보,20180512, 사설  민주당 새 원내대표  국회 정상화부터 하라,0
국민일보,20180514, 사설  의원 사직서 처리할 원포인트 국회 여는 게 옳다,1
국민일보,20180515, 사설  서비스산업 묶어놓고 일자리 어디서 찾고 있나,0
국민일보,20180515, 사설  한 달도 안 남은 지방선거  정책이 안보인다,1
국민일보,20180518, 사설  근로시간 단축도 세금으로 땜질하나,0
국민일보,20180518, 사설  지금이 바로 중재자 역할해야 할 때다,-1
국민일보,20180519, 사설  경기 어려운데 소통조차 안 되는 경제팀,-1
국민일보,20180519, 사설  드루킹의 옥중 편지  더 커진 김경수 관련 의혹,-1
국민일보,20180521, 사설  북한식 비핵화 모델 공유하는 한 미 정상회담이어야,0
국민일보,20180521, 사설  정도 경영 실천한 구본무 LG 회장  4세 체제 안착하길,0
국민일보,20180522, 사설  목적 논란 졸속 심사  이런 추경 더는 안 된다,0
국민일보,20180522, 사설  김경수 이어 송인배까지  청와대로 번진 드루킹 게이트,0
국민일보,20180523, 사설  北  南 기자단 취재 거부  비핵화 의지 의심스럽다,-2
국민일보,20180524, 사설  北 中  트럼프의 경고 허투루 듣지 말아야,0
국민일보,20180525, 사설  이제 정치권이 개헌의 진정성 보여줄 차례,1
국민일보,20180526, 사설  문재인정부 들어 소득 양극화 더 심해졌다니,-1
국민일보,20180528, 사설  북 미 정상회담 성공하려면 상호 불신 해소해야,0
국민일보,20180528, 사설  남북 정상  북이 아쉬울 때만 만나서는 안 된다,1
국민일보,20180529, 사설  한국당  한반도 문제만큼은 건강한 비판을 하라,1
국민일보,20180529, 사설  김동연 홍영표의 최저임금 속도 조절론이 옳다,1
국민일보,20180529, 사설  집권 2년차 개각 失보다 得이 커야,0
국민일보,20180530, 사설  J노믹스 미세조정으로 경제상황 나아지겠나,1
국민일보,20180530, 사설  권력 눈치 보지 않고 수사할  드루킹 특검  임명돼야,0
국민일보,20180531, 사설  청와대 경제팀 교체 검토할 때다,-1
국민일보,20180531, 사설  가짜뉴스 구분하는 유권자 혜안이 절실하다,0
국민일보,20180601, 사설  대입제도 개편 놓고 폭탄 돌리기하나,0
국민일보,20180604, 사설  보고 싶은 통계만으로 최저임금 효과 90 라는 청와대,0
국민일보,20180604, 사설  여성 8명  몰카  찍었는데 무죄라니,-1
국민일보,20180606, 사설  이러다 근로시간 단축도 최저임금 전철 밟을라,0
국민일보,20180606, 사설  교육 불평등 방치할 수준 넘었다,-2
국민일보,20180607, 사설  북 미 정상회담 지속적으로 이뤄져야,1
국민일보,20180608, 사설  여론조작 세력  여야 가릴 것 없이 발본색원하라,0
국민일보,20180608, 사설  8∼9일 지방선거 사전투표  유권자의 힘 보여줄 때다,0
국민일보,20180609, 사설  외국에서 근로자 데려올 정도로 호황인 일본,1
국민일보,20180611, 사설  김정은 트럼프 싱가포르 도착  주사위는 던져졌다,1
국민일보,20180613, 사설  한반도는 역사적 변곡점을 지나고 있다,0
국민일보,20180613, 사설  싱가포르의 지식과 경험을 배우겠다는 김정은,1
국민일보,20180614, 사설  文 대통령 중재 외교 더 절실해졌다,-1
국민일보,20180614, 사설  낙하산 인사가 자초한 경총 부회장 사태,0
국민일보,20180614, 사설  지방선거 이후가 중요하다,1
국민일보,20180615, 사설  정계개편 논하기 전에 처절한 자기반성이 먼저,1
국민일보,20180615, 사설  진보 교육감 독주시대  균형있는 자세로 정책 추진해야,-2
국민일보,20180616, 사설  연합훈련 중단  안보 빈틈 없게 철저 대비를,0
국민일보,20180618, 사설  좌고우면하는 경찰에 수사권 맡겨도 되겠나,0
국민일보,20180620, 사설  신중하지 못한 발언으로 증시 교란시킨 김상조,0
국민일보,20180623, 사설  남 북 러 경제협력 적극 추진해야,-1
국민일보,20180623, 사설  김정은 시진핑 회담때 사적인 용무 본 주중대사,1
국민일보,20180625, 사설  현대사에 큰 족적 남기고 영면한 JP,0
